list,seen,title,alt,year,imdb,source
Movies to Watch Before You Die,FALSE,All About Eve,,1950,tt0042192,https://v2.vidsrc.me/embed/tt0042192
Movies to Watch Before You Die,FALSE,Winchester '73,,1950,tt0043137,https://v2.vidsrc.me/embed/tt0043137
Movies to Watch Before You Die,FALSE,Orpheus,Orphée,1950,tt0041719,https://v2.vidsrc.me/embed/tt0041719
Movies to Watch Before You Die,FALSE,Rio Grande,,1950,tt0042895,https://v2.vidsrc.me/embed/tt0042895
Movies to Watch Before You Die,FALSE,Strangers on a Train,,1951,tt0044079,https://v2.vidsrc.me/embed/tt0044079
Movies to Watch Before You Die,FALSE,A Place in the Sun,,1951,tt0043924,https://v2.vidsrc.me/embed/tt0043924
Movies to Watch Before You Die,FALSE,The Lavender Hill Mob,,1951,tt0044829,https://v2.vidsrc.me/embed/tt0044829
Movies to Watch Before You Die,FALSE,The Day the Earth Stood Still,,1951,tt0043456,https://v2.vidsrc.me/embed/tt0043456
Movies to Watch Before You Die,FALSE,Pandora and the Flying Dutchman,,1951,tt0043899,https://v2.vidsrc.me/embed/tt0043899
Movies to Watch Before You Die,FALSE,An American in Paris,,1951,tt0043278,https://v2.vidsrc.me/embed/tt0043278
Movies to Watch Before You Die,FALSE,A Streetcar Named Desire,,1951,tt0044081,https://v2.vidsrc.me/embed/tt0044081
Movies to Watch Before You Die,FALSE,Diary of a Country Priest,Journal d'un Curé de Campagne,1951,tt0042619,https://v2.vidsrc.me/embed/tt0042619
Movies to Watch Before You Die,FALSE,The African Queen,,1951,tt0043265,https://v2.vidsrc.me/embed/tt0043265
Movies to Watch Before You Die,FALSE,Singin' in the Rain,,1952,tt0045152,https://v2.vidsrc.me/embed/tt0045152
Movies to Watch Before You Die,FALSE,Forbidden Games,Jeux Interdits,1952,tt0043686,https://v2.vidsrc.me/embed/tt0043686
Movies to Watch Before You Die,FALSE,The Quiet Man,,1952,tt0045061,https://v2.vidsrc.me/embed/tt0045061
Movies to Watch Before You Die,FALSE,The Bad and the Beautiful,,1952,tt0044391,https://v2.vidsrc.me/embed/tt0044391
Movies to Watch Before You Die,FALSE,High Noon,,1952,tt0044706,https://v2.vidsrc.me/embed/tt0044706
Movies to Watch Before You Die,FALSE,Angel Face,,1952,tt0044357,https://v2.vidsrc.me/embed/tt0044357
Movies to Watch Before You Die,FALSE,The Big Sky,,1952,tt0044419,https://v2.vidsrc.me/embed/tt0044419
Movies to Watch Before You Die,FALSE,Europe '51,,1952,tt0043511,https://v2.vidsrc.me/embed/tt0043511
Movies to Watch Before You Die,FALSE,The Golden Coach,Le Carrosse d'or,1952,tt0044487,https://v2.vidsrc.me/embed/tt0044487
Movies to Watch Before You Die,FALSE,Umberto D.,,1952,tt0045274,https://archive.org/embed/umberto-d-1952-colorized-movie-720p-hd
Movies to Watch Before You Die,FALSE,Beat the Devil,,1953,tt0046414,https://v2.vidsrc.me/embed/tt0046414
Movies to Watch Before You Die,FALSE,Ugetsu,,1953,tt0046478,https://v2.vidsrc.me/embed/tt0046478
Movies to Watch Before You Die,FALSE,The Earrings of Madame De...,,1953,tt0046022,https://v2.vidsrc.me/embed/tt0046022
Movies to Watch Before You Die,FALSE,The Band Wagon,,1953,tt0045537,https://v2.vidsrc.me/embed/tt0045537
Movies to Watch Before You Die,FALSE,Summer with Monika,Sommaren med Monika,1953,tt0046345,https://v2.vidsrc.me/embed/tt0046345
Movies to Watch Before You Die,FALSE,The Wages of Fear,,1953,tt0046268,https://v2.vidsrc.me/embed/tt0046268
Movies to Watch Before You Die,FALSE,Pickup on South Street,,1953,tt0046187,https://v2.vidsrc.me/embed/tt0046187
Movies to Watch Before You Die,FALSE,Tokyo Story,,1953,tt0046438,https://v2.vidsrc.me/embed/tt0046438
Movies to Watch Before You Die,FALSE,From Here to Eternity,,1953,tt0045793,https://v2.vidsrc.me/embed/tt0045793
Movies to Watch Before You Die,FALSE,Shane,,1953,tt0046303,https://v2.vidsrc.me/embed/tt0046303
Movies to Watch Before You Die,FALSE,Gentlemen Prefer Blondes,,1953,tt0045810,https://v2.vidsrc.me/embed/tt0045810
Movies to Watch Before You Die,FALSE,Roman Holiday,,1953,tt0046250,https://v2.vidsrc.me/embed/tt0046250
Movies to Watch Before You Die,FALSE,The Big Heat,,1953,tt0045555,https://v2.vidsrc.me/embed/tt0045555
Movies to Watch Before You Die,FALSE,Monsieur Hulot's Holiday,,1953,tt0046487,https://v2.vidsrc.me/embed/tt0046487
Movies to Watch Before You Die,FALSE,The Naked Spur,,1953,tt0044953,https://v2.vidsrc.me/embed/tt0044953
Movies to Watch Before You Die,FALSE,The Bigamist,,1953,tt0045557,https://v2.vidsrc.me/embed/tt0045557
Movies to Watch Before You Die,FALSE,Animal Farm,,1954,tt0047834,https://v2.vidsrc.me/embed/tt0047834
Movies to Watch Before You Die,FALSE,On the Waterfront,,1954,tt0047296,https://v2.vidsrc.me/embed/tt0047296
Movies to Watch Before You Die,FALSE,Rear Window,,1954,tt0047396,https://v2.vidsrc.me/embed/tt0047396
Movies to Watch Before You Die,FALSE,The Barefoot Contessa,,1954,tt0046754,https://v2.vidsrc.me/embed/tt0046754
Movies to Watch Before You Die,FALSE,Carmen Jones,,1954,tt0046828,https://v2.vidsrc.me/embed/tt0046828
Movies to Watch Before You Die,FALSE,Johnny Guitar,,1954,tt0047136,https://v2.vidsrc.me/embed/tt0047136
Movies to Watch Before You Die,FALSE,Salt of the Earth,,1954,tt0047443,https://v2.vidsrc.me/embed/tt0047443
Movies to Watch Before You Die,FALSE,Sansho the Bailiff,,1954,tt0047445,https://v2.vidsrc.me/embed/tt0047445
Movies to Watch Before You Die,FALSE,Silver Lode,,1954,tt0047495,https://www.youtube.com/embed/pBV3VFTrpNc
Movies to Watch Before You Die,FALSE,Seven Samurai,Shichinin no Samurai,1954,tt0047478,https://v2.vidsrc.me/embed/tt0047478
Movies to Watch Before You Die,FALSE,Seven Brides for Seven Brothers,,1954,tt0047472,https://v2.vidsrc.me/embed/tt0047472
Movies to Watch Before You Die,FALSE,Journey to Italy,,1954,tt0046511,https://v2.vidsrc.me/embed/tt0046511
Movies to Watch Before You Die,FALSE,The Man from Laramie,,1955,tt0048342,https://v2.vidsrc.me/embed/tt0048342
Movies to Watch Before You Die,FALSE,Smiles of a Summer Night,Sommarnattens Leende,1955,tt0048641,https://v2.vidsrc.me/embed/tt0048641
Movies to Watch Before You Die,FALSE,The Mad Masters,Les Maîtres Fous,1955,tt0048363,https://www.youtube.com/embed/akrq_HIC7h8
Movies to Watch Before You Die,FALSE,Pather Panchali,,1955,tt0048473,https://v2.vidsrc.me/embed/tt0048473
Movies to Watch Before You Die,FALSE,Ordet,,1955,tt0048452,https://v2.vidsrc.me/embed/tt0048452
Movies to Watch Before You Die,FALSE,Marty,,1955,tt0048356,https://v2.vidsrc.me/embed/tt0048356
Movies to Watch Before You Die,FALSE,Artists and Models,,1955,tt0047840,https://v2.vidsrc.me/embed/tt0047840
Movies to Watch Before You Die,FALSE,Rebel Without a Cause,,1955,tt0048545,https://v2.vidsrc.me/embed/tt0048545
Movies to Watch Before You Die,FALSE,Bad Day at Black Rock,,1955,tt0047849,https://v2.vidsrc.me/embed/tt0047849
Movies to Watch Before You Die,FALSE,The Phenix City Story,,1955,tt0048488,https://v2.vidsrc.me/embed/tt0048488
Movies to Watch Before You Die,FALSE,The Man with the Golden Arm,,1955,tt0048347,https://v2.vidsrc.me/embed/tt0048347
Movies to Watch Before You Die,FALSE,Kiss Me Deadly,,1955,tt0048261,https://v2.vidsrc.me/embed/tt0048261
Movies to Watch Before You Die,FALSE,Guys and Dolls,,1955,tt0048140,https://v2.vidsrc.me/embed/tt0048140
Movies to Watch Before You Die,FALSE,The Night of the Hunter,,1955,tt0048424,https://v2.vidsrc.me/embed/tt0048424
Movies to Watch Before You Die,FALSE,The Ladykillers,,1955,tt0048281,https://v2.vidsrc.me/embed/tt0048281
Movies to Watch Before You Die,FALSE,Oklahoma!,,1955,tt0048445,https://v2.vidsrc.me/embed/tt0048445
Movies to Watch Before You Die,FALSE,All That Heaven Allows,,1955,tt0047811,https://v2.vidsrc.me/embed/tt0047811
Movies to Watch Before You Die,FALSE,Hill 24 Doesn't Answer,,1955,tt0048121,//ok.ru/videoembed/2403156691566
Movies to Watch Before You Die,FALSE,The Wrong Man,,1956,tt0051207,https://v2.vidsrc.me/embed/tt0051207
Movies to Watch Before You Die,FALSE,The Burmese Harp,Biruma no Tategoto,1956,tt0049012,https://v2.vidsrc.me/embed/tt0049012
Movies to Watch Before You Die,FALSE,A Man Escaped,Un Condamné à Mort s'est Échappé ou le Vent Souffle où il Veut,1956,tt0049902,https://v2.vidsrc.me/embed/tt0049902
Movies to Watch Before You Die,FALSE,High Society,,1956,tt0049314,https://v2.vidsrc.me/embed/tt0049314
Movies to Watch Before You Die,FALSE,The Man Who Knew Too Much,,1956,tt0049470,https://v2.vidsrc.me/embed/tt0049470
Movies to Watch Before You Die,FALSE,Giant,,1956,tt0049261,https://v2.vidsrc.me/embed/tt0049261
Movies to Watch Before You Die,FALSE,Bob the Gambler,Bob le Flambeur,1956,tt0047892,https://v2.vidsrc.me/embed/tt0047892
Movies to Watch Before You Die,FALSE,Invasion of the Body Snatchers,,1956,tt0049366,https://v2.vidsrc.me/embed/tt0049366
Movies to Watch Before You Die,FALSE,Bigger Than Life,,1956,tt0049010,https://v2.vidsrc.me/embed/tt0049010
Movies to Watch Before You Die,FALSE,The Ten Commandments,,1956,tt0049833,https://v2.vidsrc.me/embed/tt0049833
Movies to Watch Before You Die,FALSE,Written on the Wind,,1956,tt0049966,https://v2.vidsrc.me/embed/tt0049966
Movies to Watch Before You Die,FALSE,Forbidden Planet,,1956,tt0049223,https://v2.vidsrc.me/embed/tt0049223
Movies to Watch Before You Die,FALSE,The Searchers,,1956,tt0049730,https://v2.vidsrc.me/embed/tt0049730
Movies to Watch Before You Die,FALSE,Night and Fog,Nuit et Brouillard,1956,tt0048434,https://v2.vidsrc.me/embed/tt0048434
Movies to Watch Before You Die,FALSE,Wild Strawberries,Smultronstället,1957,tt0050986,https://v2.vidsrc.me/embed/tt0050986
Movies to Watch Before You Die,FALSE,Mother India,Bharat Mata,1957,tt0050188,https://www.youtube.com/embed/s0qTPjUkR6I
Movies to Watch Before You Die,FALSE,The Cranes Are Flying,,1957,tt0050634,https://v2.vidsrc.me/embed/tt0050634
Movies to Watch Before You Die,FALSE,Paths of Glory,,1957,tt0050825,https://v2.vidsrc.me/embed/tt0050825
Movies to Watch Before You Die,FALSE,An Affair to Remember,,1957,tt0050105,https://v2.vidsrc.me/embed/tt0050105
Movies to Watch Before You Die,FALSE,12 Angry Men,,1957,tt0050083,https://v2.vidsrc.me/embed/tt0050083
Movies to Watch Before You Die,FALSE,The Incredible Shrinking Man,,1957,tt0050539,https://v2.vidsrc.me/embed/tt0050539
Movies to Watch Before You Die,FALSE,Gunfight at the O.K. Corral,,1957,tt0050468,https://v2.vidsrc.me/embed/tt0050468
Movies to Watch Before You Die,FALSE,The Seventh Seal,Det Sjunde Inseglet,1957,tt0050976,https://v2.vidsrc.me/embed/tt0050976
Movies to Watch Before You Die,FALSE,Throne of Blood,Kumonosu Jo,1957,tt0050613,https://v2.vidsrc.me/embed/tt0050613
Movies to Watch Before You Die,FALSE,Nights of Cabiria,Le Notti di Cabiria,1957,tt0050783,https://v2.vidsrc.me/embed/tt0050783
Movies to Watch Before You Die,FALSE,The Bridge on the River Kwai,,1957,tt0050212,https://v2.vidsrc.me/embed/tt0050212
Movies to Watch Before You Die,FALSE,Sweet Smell of Success,,1957,tt0051036,https://v2.vidsrc.me/embed/tt0051036
Movies to Watch Before You Die,FALSE,Horror of Dracula,,1958,tt0051554,https://v2.vidsrc.me/embed/tt0051554
Movies to Watch Before You Die,FALSE,Man of the West,,1958,tt0051899,https://v2.vidsrc.me/embed/tt0051899
Movies to Watch Before You Die,FALSE,My Uncle,Mon Oncle,1958,tt0050706,https://v2.vidsrc.me/embed/tt0050706
Movies to Watch Before You Die,FALSE,The Defiant Ones,,1958,tt0051525,https://v2.vidsrc.me/embed/tt0051525
Movies to Watch Before You Die,FALSE,The Music Room,Jalsaghar,1958,tt0051792,https://v2.vidsrc.me/embed/tt0051792
Movies to Watch Before You Die,FALSE,Gigi,,1958,tt0051658,https://v2.vidsrc.me/embed/tt0051658
Movies to Watch Before You Die,FALSE,Some Came Running,,1958,tt0052218,https://v2.vidsrc.me/embed/tt0052218
Movies to Watch Before You Die,FALSE,Touch of Evil,,1958,tt0052311,https://v2.vidsrc.me/embed/tt0052311
Movies to Watch Before You Die,FALSE,"Ivan the Terrible, Part II: The Boyars' Plot",,1958,tt0051790,https://v2.vidsrc.me/embed/tt0051790
Movies to Watch Before You Die,FALSE,Cairo Station,Bab el Hadid,1958,tt0051390,https://v2.vidsrc.me/embed/tt0051390
Movies to Watch Before You Die,FALSE,Ashes and Diamonds,Popiól i Diament,1958,tt0052080,https://v2.vidsrc.me/embed/tt0052080
Movies to Watch Before You Die,FALSE,Shadows,,1958,tt0053270,https://v2.vidsrc.me/embed/tt0053270
Movies to Watch Before You Die,FALSE,Vertigo,,1958,tt0052357,https://v2.vidsrc.me/embed/tt0052357
Movies to Watch Before You Die,FALSE,Ride Lonesome,,1959,tt0053220,https://v2.vidsrc.me/embed/tt0053220
Movies to Watch Before You Die,FALSE,Hiroshima Mon Amour,,1959,tt0052893,//ok.ru/videoembed/2480163719878
Movies to Watch Before You Die,FALSE,Rio Bravo,,1959,tt0053221,https://v2.vidsrc.me/embed/tt0053221
Movies to Watch Before You Die,FALSE,Black Orpheus,Orfeu Negro,1959,tt0053146,https://v2.vidsrc.me/embed/tt0053146
Movies to Watch Before You Die,FALSE,The 400 Blows,Les Quatre Cents Coups,1959,tt0053198,https://v2.vidsrc.me/embed/tt0053198
Movies to Watch Before You Die,FALSE,The World of Apu,Apur Sansar,1959,tt0052572,https://v2.vidsrc.me/embed/tt0052572
Movies to Watch Before You Die,FALSE,Floating Weeds,Ukigusa,1959,tt0053390,https://v2.vidsrc.me/embed/tt0053390
Movies to Watch Before You Die,FALSE,North by Northwest,,1959,tt0053125,https://v2.vidsrc.me/embed/tt0053125
Movies to Watch Before You Die,FALSE,Anatomy of a Murder,,1959,tt0052561,https://v2.vidsrc.me/embed/tt0052561
Movies to Watch Before You Die,FALSE,Some Like It Hot,,1959,tt0053291,https://v2.vidsrc.me/embed/tt0053291
Movies to Watch Before You Die,FALSE,Ben-Hur,,1959,tt0052618,https://v2.vidsrc.me/embed/tt0052618
Movies to Watch Before You Die,FALSE,Pickpocket,,1959,tt0053168,https://v2.vidsrc.me/embed/tt0053168
Movies to Watch Before You Die,FALSE,The Housemaid,Hanyeo,1960,tt0150980,https://v2.vidsrc.me/embed/tt0150980
Movies to Watch Before You Die,FALSE,Saturday Night and Sunday Morning,,1960,tt0054269,https://v2.vidsrc.me/embed/tt0054269
Movies to Watch Before You Die,FALSE,La Dolce Vita,,1960,tt0053779,https://v2.vidsrc.me/embed/tt0053779
Movies to Watch Before You Die,FALSE,Spartacus,,1960,tt0054331,https://v2.vidsrc.me/embed/tt0054331
Movies to Watch Before You Die,FALSE,Rocco and His Brothers,,1960,tt0054248,//ok.ru/videoembed/1669650188910
Movies to Watch Before You Die,FALSE,Shoot the Piano Player,Tirez sur le Pianiste,1960,tt0054389,
Movies to Watch Before You Die,FALSE,Breathless,A Bout de Souffle,1960,tt0053472,https://v2.vidsrc.me/embed/tt0053472
Movies to Watch Before You Die,FALSE,The Young One,La Joven,1960,tt0053967,https://www.youtube.com/embed/JEGix_8aMOc
Movies to Watch Before You Die,FALSE,Black Sunday,La Maschera del Demonio / Revenge of the Vampire,1960,tt0054067,https://v2.vidsrc.me/embed/tt0054067
Movies to Watch Before You Die,FALSE,The Hole,Le Trou,1960,tt0054407,https://v2.vidsrc.me/embed/tt0054407
Movies to Watch Before You Die,FALSE,Eyes Without a Face,Les Yeux Sans Visage,1960,tt0053459,https://v2.vidsrc.me/embed/tt0053459
Movies to Watch Before You Die,FALSE,The Cloud-Capped Star,Meghe Dhaka Tara,1960,tt0054073,https://v2.vidsrc.me/embed/tt0054073
Movies to Watch Before You Die,TRUE,The Apartment,,1960,tt0053604,https://v2.vidsrc.me/embed/tt0053604
Movies to Watch Before You Die,FALSE,Psycho,,1960,tt0054215,https://v2.vidsrc.me/embed/tt0054215
Movies to Watch Before You Die,FALSE,Peeping Tom,,1960,tt0054167,https://v2.vidsrc.me/embed/tt0054167
Movies to Watch Before You Die,FALSE,Through a Glass Darkly,Såsom i en Spegel,1961,tt0055499,https://v2.vidsrc.me/embed/tt0055499
Movies to Watch Before You Die,FALSE,Chronicle of a Summer,,1961,tt0054745,https://www.youtube.com/embed/U4sydNFrTzo
Movies to Watch Before You Die,FALSE,Splendor in the Grass,,1961,tt0055471,https://v2.vidsrc.me/embed/tt0055471
Movies to Watch Before You Die,TRUE,Breakfast at Tiffany's,,1961,tt0054698,https://v2.vidsrc.me/embed/tt0054698
Movies to Watch Before You Die,FALSE,Lola,,1961,tt0055093,https://v2.vidsrc.me/embed/tt0055093
Movies to Watch Before You Die,FALSE,Last Year at Marienbad,L'Année Dernière à Marienbad,1961,tt0054632,https://v2.vidsrc.me/embed/tt0054632
Movies to Watch Before You Die,FALSE,The Exiles,,1961,tt0054861,https://v2.vidsrc.me/embed/tt0054861
Movies to Watch Before You Die,FALSE,Viridiana,,1961,tt0055601,https://archive.org/embed/viridiana_202108
Movies to Watch Before You Die,FALSE,West Side Story,,1961,tt0055614,https://v2.vidsrc.me/embed/tt0055614
Movies to Watch Before You Die,FALSE,The Hustler,,1961,tt0054997,https://v2.vidsrc.me/embed/tt0054997
Movies to Watch Before You Die,FALSE,The Ladies Man,,1961,tt0055069,https://v2.vidsrc.me/embed/tt0055069
Movies to Watch Before You Die,FALSE,One-Eyed Jacks,,1961,tt0055257,https://v2.vidsrc.me/embed/tt0055257
Movies to Watch Before You Die,FALSE,What Ever Happened to Baby Jane?,,1962,tt0056687,https://v2.vidsrc.me/embed/tt0056687
Movies to Watch Before You Die,FALSE,Lawrence of Arabia,,1962,tt0056172,https://v2.vidsrc.me/embed/tt0056172
Movies to Watch Before You Die,FALSE,Cléo from 5 to 7,,1962,tt0055852,https://v2.vidsrc.me/embed/tt0055852
Movies to Watch Before You Die,FALSE,A Flame at the Pier,,1962,tt0056562,https://v2.vidsrc.me/embed/tt0056562
Movies to Watch Before You Die,FALSE,Lolita,,1962,tt0056193,https://v2.vidsrc.me/embed/tt0056193
Movies to Watch Before You Die,FALSE,The Man Who Shot Liberty Valance,,1962,tt0056217,https://v2.vidsrc.me/embed/tt0056217
Movies to Watch Before You Die,FALSE,An Autumn Afternoon,Sanma no Aji,1962,tt0056444,https://v2.vidsrc.me/embed/tt0056444
Movies to Watch Before You Die,FALSE,The Given Word,O Pagador de Promessas,1962,tt0056322,https://v2.vidsrc.me/embed/tt0056322
Movies to Watch Before You Die,TRUE,The Exterminating Angel,El Ángel Exterminador,1962,tt0056732,https://v2.vidsrc.me/embed/tt0056732
Movies to Watch Before You Die,FALSE,Jules and Jim,Jules et Jim,1962,tt0055032,https://v2.vidsrc.me/embed/tt0055032
Movies to Watch Before You Die,FALSE,A Dog's Life,Mondo Cane,1962,tt0057318,https://www.youtube.com/embed/8L6IcP9OSVQ
Movies to Watch Before You Die,FALSE,To Kill a Mockingbird,,1962,tt0056592,https://v2.vidsrc.me/embed/tt0056592
Movies to Watch Before You Die,FALSE,The Manchurian Candidate,,1962,tt0056218,https://v2.vidsrc.me/embed/tt0056218
Movies to Watch Before You Die,FALSE,Heaven and Earth Magic,,1962,tt0056060,https://www.youtube.com/embed/LWYzQn8FKpo
Movies to Watch Before You Die,FALSE,The Great Escape,,1963,tt0057115,https://v2.vidsrc.me/embed/tt0057115
Movies to Watch Before You Die,FALSE,Scorpio Rising,,1963,tt0058555,https://v2.vidsrc.me/embed/tt0058555
Movies to Watch Before You Die,FALSE,8½,,1963,tt0056801,https://v2.vidsrc.me/embed/tt0056801
Movies to Watch Before You Die,FALSE,The Cool World,,1963,tt0056952,https://archive.org/embed/the-cool-world-1963
Movies to Watch Before You Die,FALSE,The Nutty Professor,,1963,tt0057372,https://v2.vidsrc.me/embed/tt0057372
Movies to Watch Before You Die,FALSE,Mediterranean,,1963,tt0197719,https://archive.org/embed/jan.daniel.polle.sredizemnomorie.1963
Movies to Watch Before You Die,FALSE,Shock Corridor,,1963,tt0057495,https://v2.vidsrc.me/embed/tt0057495
Movies to Watch Before You Die,FALSE,Flaming Creatures,,1963,tt0054880,//ok.ru/videoembed/3623154879142
Movies to Watch Before You Die,FALSE,Blonde Cobra,,1963,tt0138329,https://www.youtube.com/embed/nQqcTHs5mFQ
Movies to Watch Before You Die,FALSE,Hud,,1963,tt0057163,https://v2.vidsrc.me/embed/tt0057163
Movies to Watch Before You Die,FALSE,Passenger,Pasazerka,1963,tt0054159,https://www.youtube.com/embed/ngjQidsuMNM
Movies to Watch Before You Die,TRUE,The Birds,,1963,tt0056869,https://v2.vidsrc.me/embed/tt0056869
Movies to Watch Before You Die,FALSE,The House Is Black,,1963,tt0336693,https://www.youtube.com/embed/xFe_Y4btwWs
Movies to Watch Before You Die,FALSE,Winter Light,Nattvardsgästerna,1963,tt0057358,https://v2.vidsrc.me/embed/tt0057358
Movies to Watch Before You Die,FALSE,Contempt,Le Mépris,1963,tt0057345,https://v2.vidsrc.me/embed/tt0057345
Movies to Watch Before You Die,FALSE,The Leopard,Il Gattopardo,1963,tt0057091,https://v2.vidsrc.me/embed/tt0057091
Movies to Watch Before You Die,FALSE,An Actor's Revenge,Yukinojo Henge,1963,tt0057710,https://v2.vidsrc.me/embed/tt0057710
Movies to Watch Before You Die,FALSE,Barren Lives,Vidas Secas,1963,tt0057654,https://www.youtube.com/embed/bFHQ2tSQg2g
Movies to Watch Before You Die,FALSE,The Servant,,1963,tt0057490,https://v2.vidsrc.me/embed/tt0057490
Movies to Watch Before You Die,FALSE,The Haunting,,1963,tt0057129,https://v2.vidsrc.me/embed/tt0057129
Movies to Watch Before You Die,FALSE,Gertrud,,1964,tt0058138,https://v2.vidsrc.me/embed/tt0058138
Movies to Watch Before You Die,FALSE,Before the Revolution,Prima Della Rivoluzione,1964,tt0056371,https://v2.vidsrc.me/embed/tt0056371
Movies to Watch Before You Die,FALSE,"Black God, White Devil",Deus e o Diabo na Terra do Sol,1964,tt0058006,https://www.youtube.com/embed/NzL6xDCoagQ
Movies to Watch Before You Die,FALSE,The Gospel According to St. Matthew,Il Vangelo Secondo Matteo,1964,tt0058715,https://v2.vidsrc.me/embed/tt0058715
Movies to Watch Before You Die,FALSE,The Umbrellas of Cherbourg,Les Parapluies de Cherbourg,1964,tt0058450,https://v2.vidsrc.me/embed/tt0058450
Movies to Watch Before You Die,FALSE,Goldfinger,,1964,tt0058150,https://v2.vidsrc.me/embed/tt0058150
Movies to Watch Before You Die,FALSE,My Fair Lady,,1964,tt0058385,https://v2.vidsrc.me/embed/tt0058385
Movies to Watch Before You Die,FALSE,Marnie,,1964,tt0058329,https://v2.vidsrc.me/embed/tt0058329
Movies to Watch Before You Die,FALSE,The Masque of the Red Death,,1964,tt0058333,https://v2.vidsrc.me/embed/tt0058333
Movies to Watch Before You Die,TRUE,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,,1964,tt0057012,https://v2.vidsrc.me/embed/tt0057012
Movies to Watch Before You Die,FALSE,A Hard Day's Night,,1964,tt0058182,https://v2.vidsrc.me/embed/tt0058182
Movies to Watch Before You Die,FALSE,Mary Poppins,,1964,tt0058331,https://v2.vidsrc.me/embed/tt0058331
Movies to Watch Before You Die,FALSE,Red Desert,,1964,tt0058003,https://v2.vidsrc.me/embed/tt0058003
Movies to Watch Before You Die,FALSE,Woman in the Dunes,Suna no Onna,1964,tt0058625,https://v2.vidsrc.me/embed/tt0058625
Movies to Watch Before You Die,FALSE,Juliet of the Spirits,Giuletta Degli Spiriti,1965,tt0059229,https://v2.vidsrc.me/embed/tt0059229
Movies to Watch Before You Die,FALSE,The Shop on Main Street,Obchod na Korze,1965,tt0059527,https://v2.vidsrc.me/embed/tt0059527
Movies to Watch Before You Die,FALSE,Tokyo Olympiad,Tokyo Orimpikku,1965,tt0059817,https://v2.vidsrc.me/embed/tt0059817
Movies to Watch Before You Die,FALSE,Shadows of Forgotten Ancestors,Tini Zabutykh Predkiv,1965,tt0058642,https://v2.vidsrc.me/embed/tt0058642
Movies to Watch Before You Die,FALSE,The Saragossa Manuscript,Rekopis Znaleziony w Saragossie,1965,tt0059643,https://v2.vidsrc.me/embed/tt0059643
Movies to Watch Before You Die,FALSE,Repulsion,,1965,tt0059646,https://v2.vidsrc.me/embed/tt0059646
Movies to Watch Before You Die,FALSE,Doctor Zhivago,,1965,tt0059113,https://v2.vidsrc.me/embed/tt0059113
Movies to Watch Before You Die,FALSE,The Man Who Had His Hair Cut Short,De man die Zijn Haar Kort Liet Knippen,1965,tt0129222,https://www.youtube.com/embed/9vyxVUeb8W4
Movies to Watch Before You Die,FALSE,The Sound of Music,,1965,tt0059742,https://v2.vidsrc.me/embed/tt0059742
Movies to Watch Before You Die,FALSE,"Faster, Pussycat! Kill! Kill!",,1965,tt0059170,https://v2.vidsrc.me/embed/tt0059170
Movies to Watch Before You Die,FALSE,Alphaville,"Alphaville, une Étrange Aventure de Lemmy Caution",1965,tt0058898,https://v2.vidsrc.me/embed/tt0058898
Movies to Watch Before You Die,FALSE,Chimes at Midnight,Campanadas a Medianoche,1965,tt0059012,https://v2.vidsrc.me/embed/tt0059012
Movies to Watch Before You Die,FALSE,Who's Afraid of Virginia Woolf?,,1966,tt0061184,https://v2.vidsrc.me/embed/tt0061184
Movies to Watch Before You Die,FALSE,Seconds,,1966,tt0060955,https://v2.vidsrc.me/embed/tt0060955
Movies to Watch Before You Die,FALSE,A Report on the Party and Guests,,1966,tt0063371,https://v2.vidsrc.me/embed/tt0063371
Movies to Watch Before You Die,FALSE,Persona,,1966,tt0060827,https://v2.vidsrc.me/embed/tt0060827
Movies to Watch Before You Die,FALSE,Blow-Up,,1966,tt0060176,https://v2.vidsrc.me/embed/tt0060176
Movies to Watch Before You Die,TRUE,"The Good, the Bad and the Ugly",,1966,tt0060196,https://v2.vidsrc.me/embed/tt0060196
Movies to Watch Before You Die,FALSE,Andrei Rublev,Andrei Rublyov,1966,tt0060107,https://v2.vidsrc.me/embed/tt0060107
Movies to Watch Before You Die,FALSE,Come Drink with Me,,1966,tt0059079,https://v2.vidsrc.me/embed/tt0059079
Movies to Watch Before You Die,FALSE,Hold Me While I'm Naked,,1966,tt0060511,https://www.youtube.com/embed/6QL3yU3fyxo
Movies to Watch Before You Die,FALSE,The War Game,,1966,tt0059894,https://v2.vidsrc.me/embed/tt0059894
Movies to Watch Before You Die,FALSE,The Battle of Algiers,La Battaglia di Algeri,1966,tt0058946,https://v2.vidsrc.me/embed/tt0058946
Movies to Watch Before You Die,FALSE,Daisies,Sedmikrasky,1966,tt0060959,https://v2.vidsrc.me/embed/tt0060959
Movies to Watch Before You Die,FALSE,Closely Watched Trains,Ostre Sledované Vlaky,1966,tt0060802,https://v2.vidsrc.me/embed/tt0060802
Movies to Watch Before You Die,FALSE,Masculine Feminine,,1966,tt0060675,https://v2.vidsrc.me/embed/tt0060675
Movies to Watch Before You Die,FALSE,Au hasard Balthazar,,1966,tt0060138,https://v2.vidsrc.me/embed/tt0060138
Movies to Watch Before You Die,FALSE,The Red and the White,"Csillagosok, Katonák",1967,tt0061537,https://v2.vidsrc.me/embed/tt0061537
Movies to Watch Before You Die,FALSE,The Producers,,1967,tt0063462,https://v2.vidsrc.me/embed/tt0063462
